key,sres_1,sres_2,sres_3,sres_4,sres_5,sres_6,sres_7,sres_8,sres_9,sum
BEAM-4465,0,0,0,0,0,0,0,0,0,0
BEAM-4464,0,0,1,0,0,0,0,0,0,1
BEAM-4462,0,0,0,0,0,0,0,1,1,1
BEAM-4444,0,0,0,0,0,0,0,0,0,0
BEAM-4431,0,0,1,0,0,0,0,0,1,1
BEAM-4415,0,0,1,0,0,0,0,0,0,1
BEAM-4410,0,0,0,0,0,0,0,0,0,0
BEAM-4403,0,0,0,0,0,0,0,0,1,0
BEAM-4402,0,0,0,0,0,0,0,0,0,0
BEAM-4394,0,0,0,0,0,1,0,0,0,1
BEAM-4391,0,0,0,0,0,1,0,0,0,1
BEAM-4389,0,0,0,0,0,0,0,0,0,0
BEAM-4388,0,0,0,0,0,0,0,1,0,1
BEAM-4385,0,0,0,0,0,0,0,0,0,0
BEAM-4381,0,0,0,0,0,0,0,0,0,0
BEAM-4374,0,0,0,0,0,0,0,0,0,0
BEAM-4333,0,0,0,0,0,1,0,0,0,1
BEAM-4302,0,0,0,0,0,0,0,0,0,0
BEAM-4272,0,0,1,0,0,1,1,1,0,4
BEAM-4270,0,0,0,0,0,0,0,0,0,0
BEAM-4269,0,0,2,0,0,0,0,0,0,2
BEAM-4265,0,0,1,0,0,1,0,0,0,2
BEAM-4259,0,0,0,0,0,0,1,2,0,3
BEAM-4258,0,0,1,0,0,0,0,0,0,1
BEAM-4248,0,0,0,0,0,0,0,0,0,0
BEAM-4247,0,0,0,0,0,1,0,0,0,1
BEAM-4244,0,1,0,0,0,3,0,1,0,5
BEAM-4241,0,0,0,0,0,0,0,0,0,0
BEAM-4240,0,0,0,0,0,0,0,0,0,0
BEAM-4239,0,0,0,0,0,0,0,1,0,1
BEAM-4238,0,0,0,0,0,0,0,0,0,0
BEAM-4237,0,0,0,0,0,0,0,0,0,0
BEAM-4228,0,0,0,0,0,0,0,1,0,1
BEAM-4217,0,0,0,0,0,1,0,0,0,1
BEAM-4216,0,0,0,0,0,0,0,1,0,1
BEAM-4212,0,0,0,0,0,0,0,0,0,0
BEAM-4211,0,0,0,0,0,0,0,0,0,0
BEAM-4210,0,0,1,0,0,0,0,1,1,2
BEAM-4209,0,0,1,0,0,0,0,1,1,2
BEAM-4208,0,0,0,0,0,1,0,0,0,1
BEAM-4207,0,0,0,0,0,1,0,0,0,1
BEAM-4206,0,0,0,0,0,0,0,1,0,1
BEAM-4205,0,0,0,0,0,0,0,1,0,1
BEAM-4204,0,0,0,0,0,0,0,0,0,0
BEAM-4203,0,0,0,0,0,0,0,1,0,1
BEAM-4202,0,0,0,0,0,0,0,0,0,0
BEAM-4195,0,0,1,0,0,0,0,0,0,1
BEAM-4194,0,0,1,0,0,0,0,0,0,1
BEAM-4193,0,0,1,0,0,0,0,0,0,1
BEAM-4190,0,0,0,0,0,0,0,1,0,1
BEAM-4186,0,0,0,0,0,0,0,0,0,0
BEAM-4183,0,0,0,0,0,0,0,0,0,0
BEAM-4174,0,0,0,0,0,0,0,0,0,0
BEAM-4173,0,0,0,0,0,0,0,0,0,0
BEAM-4168,0,0,0,0,0,0,0,0,0,0
BEAM-4167,0,0,0,0,0,0,0,0,0,0
BEAM-4162,0,0,0,0,0,0,0,0,0,0
BEAM-4160,0,0,0,0,0,0,0,0,0,0
BEAM-4147,0,0,0,0,0,0,0,1,0,1
BEAM-4145,0,0,1,0,0,0,0,0,0,1
BEAM-4135,0,0,1,0,0,0,0,0,0,1
BEAM-4131,0,0,1,0,0,0,0,0,0,1
BEAM-4130,0,0,1,0,0,0,0,0,0,1
BEAM-4128,0,0,0,0,0,0,0,0,0,0
BEAM-4127,0,0,0,0,0,0,0,0,0,0
BEAM-4125,0,0,0,0,0,0,0,0,0,0
BEAM-4123,0,0,1,0,0,0,0,2,0,3
BEAM-4093,0,0,1,0,0,1,0,0,0,2
BEAM-4092,0,0,1,0,0,1,0,0,0,2
BEAM-4089,0,0,0,0,0,1,0,0,0,1
BEAM-4071,0,0,0,0,0,0,0,0,0,0
BEAM-4068,0,0,0,1,0,0,0,1,0,2
BEAM-4067,0,0,0,0,0,0,0,0,0,0
BEAM-4063,0,0,0,0,0,1,0,1,0,2
BEAM-4056,0,0,0,0,0,0,0,0,0,0
BEAM-4053,0,0,0,0,0,0,0,2,0,2
BEAM-4044,0,0,0,0,0,0,0,0,0,0
BEAM-4038,0,0,1,0,0,0,0,0,0,1
BEAM-4020,0,0,0,0,0,0,0,0,0,0
BEAM-4018,0,0,0,0,0,0,0,0,0,0
BEAM-3983,0,0,0,0,0,0,0,0,0,0
BEAM-3923,0,0,0,0,0,0,0,1,0,1
BEAM-3921,0,0,1,0,0,0,0,0,0,1
BEAM-3916,0,0,0,0,0,0,0,2,0,2
BEAM-3910,0,0,1,0,0,1,0,0,0,2
BEAM-3900,0,0,1,0,0,0,0,0,0,1
BEAM-3867,0,0,0,2,0,1,0,0,0,3
BEAM-3857,0,0,0,0,0,0,0,0,0,0
BEAM-3852,0,0,1,0,0,1,0,0,0,2
BEAM-3850,0,0,0,0,0,0,0,1,1,1
BEAM-3818,0,0,0,0,0,1,0,0,0,1
BEAM-3788,0,0,0,0,0,0,0,0,0,0
BEAM-3784,0,0,1,0,0,0,0,0,0,1
BEAM-3783,0,0,1,0,0,0,0,1,1,2
BEAM-3767,0,0,0,0,0,0,0,1,0,1
BEAM-3737,0,0,0,0,0,0,0,0,0,0
BEAM-3686,0,0,0,0,0,2,0,0,0,2
BEAM-3682,0,0,0,0,0,1,0,0,0,1
BEAM-3678,0,0,1,0,0,0,0,0,0,1
BEAM-3671,0,0,0,0,0,0,0,0,0,0
BEAM-3648,0,0,1,0,0,0,0,0,0,1
BEAM-3647,0,0,0,0,0,0,0,2,0,2
BEAM-3615,0,0,1,0,0,0,0,2,0,3
BEAM-3609,0,0,1,0,0,0,0,0,0,1
BEAM-3548,0,0,1,0,0,0,0,0,0,1
BEAM-3509,0,0,0,0,0,0,0,0,0,0
BEAM-3503,0,0,0,0,0,0,0,0,0,0
BEAM-3489,0,0,0,0,0,0,0,0,0,0
BEAM-3475,0,0,0,0,0,1,0,1,0,2
BEAM-3453,0,0,1,0,0,0,0,0,0,1
BEAM-3446,0,0,0,0,0,1,0,0,0,1
BEAM-3415,0,0,0,0,0,0,0,0,0,0
BEAM-3346,0,0,0,0,0,1,0,0,0,1
BEAM-3333,0,0,1,0,0,0,0,0,0,1
BEAM-3331,0,0,1,0,0,0,0,0,0,1
BEAM-3330,0,0,1,0,0,0,0,0,0,1
BEAM-3329,0,0,2,0,0,1,0,0,0,3
BEAM-3328,0,0,2,0,0,0,0,0,0,2
BEAM-3327,0,0,1,0,0,0,0,0,0,1
BEAM-3326,0,0,0,0,0,0,0,0,0,0
BEAM-3323,0,0,0,0,0,2,0,1,0,3
BEAM-3313,0,0,1,0,0,0,0,0,0,1
BEAM-3310,0,0,0,0,0,0,0,0,0,0
BEAM-3236,0,0,0,0,0,0,0,0,0,0
BEAM-3201,1,0,0,1,0,0,0,2,0,4
BEAM-3194,0,0,0,0,0,1,0,1,1,2
BEAM-3192,0,0,0,0,0,0,0,0,0,0
BEAM-3178,0,0,0,0,0,1,0,0,1,1
BEAM-3171,0,0,0,0,0,0,0,0,0,0
BEAM-3163,0,0,1,1,0,0,0,2,1,4
BEAM-3147,0,0,0,0,0,0,0,0,0,0
BEAM-3115,0,0,2,0,0,0,0,0,0,2
BEAM-3100,0,0,2,1,0,2,0,0,0,5
BEAM-3099,0,0,1,0,0,0,0,0,0,1
BEAM-3084,0,0,0,0,0,0,0,0,0,0
BEAM-3073,0,0,1,0,0,0,0,0,0,1
BEAM-3062,0,0,1,0,0,0,0,0,0,1
BEAM-3035,0,0,0,0,0,0,0,0,0,0
BEAM-3032,0,0,0,0,0,0,0,0,0,0
BEAM-3009,0,0,1,0,0,0,0,0,0,1
BEAM-3008,0,0,0,0,0,0,0,2,0,2
BEAM-2990,0,0,1,0,0,0,0,0,0,1
BEAM-2986,0,0,0,0,0,0,0,0,0,0
BEAM-2955,0,0,1,0,0,0,0,0,0,1
BEAM-2952,0,0,0,0,0,0,0,0,0,0
BEAM-2950,0,0,0,0,0,0,0,0,0,0
BEAM-2897,0,0,1,0,0,1,0,1,0,3
BEAM-2871,0,0,0,0,0,1,0,0,0,1
BEAM-2865,0,0,0,0,0,0,0,0,0,0
BEAM-2857,0,0,0,0,0,0,0,0,0,0
BEAM-2846,0,0,0,0,0,0,0,0,0,0
BEAM-2845,0,0,0,0,0,0,0,0,0,0
BEAM-2835,0,0,0,0,0,0,0,0,0,0
BEAM-2830,0,0,0,0,0,2,0,0,1,2
BEAM-2829,0,0,0,0,0,0,0,0,0,0
BEAM-2828,0,0,0,0,0,0,0,0,0,0
BEAM-2826,0,0,0,0,0,0,0,1,0,1
BEAM-2824,0,0,0,0,0,0,0,0,0,0
BEAM-2822,0,0,0,0,0,1,0,0,0,1
BEAM-2819,0,0,0,0,0,0,1,1,0,2
BEAM-2806,0,0,0,0,0,0,0,0,0,0
BEAM-2802,0,0,0,0,0,1,0,3,0,4
BEAM-2801,0,0,0,0,0,0,0,1,0,1
BEAM-2783,0,0,1,0,0,0,0,1,0,2
BEAM-2774,0,0,0,0,0,0,0,1,1,1
BEAM-2771,0,0,0,0,0,1,0,0,0,1
BEAM-2759,0,0,0,0,0,0,0,1,0,1
BEAM-2751,0,0,1,0,0,1,0,0,0,2
BEAM-2750,0,0,0,0,0,0,0,1,0,1
BEAM-2731,0,0,0,0,0,0,0,1,0,1
BEAM-2728,0,0,0,0,0,0,0,0,0,0
BEAM-2720,0,0,1,0,0,0,0,0,0,1
BEAM-2718,0,0,1,0,0,0,0,0,0,1
BEAM-2715,0,0,0,0,0,0,0,0,0,0
BEAM-2709,0,0,0,0,0,0,0,0,0,0
BEAM-2698,0,0,0,0,0,0,0,0,0,0
BEAM-2697,0,0,0,0,0,0,0,0,0,0
BEAM-2696,0,0,0,0,0,0,0,0,0,0
BEAM-2693,0,0,1,0,0,0,0,0,0,1
BEAM-2687,0,0,0,0,0,1,0,0,0,1
BEAM-2661,0,0,0,0,0,0,0,0,0,0
BEAM-2657,0,0,1,0,0,0,0,0,0,1
BEAM-2653,0,0,0,0,0,1,0,0,0,1
BEAM-2645,0,0,1,0,0,0,0,1,0,2
BEAM-2644,0,1,0,0,0,0,0,0,1,1
BEAM-2643,0,0,0,0,0,0,0,1,1,1
BEAM-2640,0,0,0,0,0,0,0,1,0,1
BEAM-2596,0,0,0,0,0,0,0,0,0,0
BEAM-2588,0,0,1,0,0,0,0,0,0,1
BEAM-2586,0,0,0,0,0,0,0,1,0,1
BEAM-2584,0,0,0,0,0,0,0,0,0,0
BEAM-2558,0,0,0,0,0,0,0,0,0,0
BEAM-2548,0,0,0,0,0,1,0,0,0,1
BEAM-2547,0,0,0,0,0,0,0,0,0,0
BEAM-2546,0,0,0,0,0,0,0,0,0,0
BEAM-2535,0,0,0,0,0,1,0,1,0,2
BEAM-2513,0,0,0,0,0,1,0,2,0,3
BEAM-2512,0,0,0,0,0,1,0,2,0,3
BEAM-2511,0,0,0,0,0,0,0,2,0,2
BEAM-2507,0,0,0,0,0,2,0,0,0,2
BEAM-2500,0,0,1,0,0,0,0,0,0,1
BEAM-2478,0,0,0,0,0,0,0,0,0,0
BEAM-2456,0,0,1,0,0,0,0,2,0,3
BEAM-2431,0,0,1,0,0,1,0,0,0,2
BEAM-2430,0,0,0,0,0,0,0,0,0,0
BEAM-2417,0,0,0,0,0,0,0,0,0,0
BEAM-2416,0,0,0,0,0,0,0,0,0,0
BEAM-2415,0,0,0,0,0,0,0,0,0,0
BEAM-2414,0,0,0,0,0,0,0,0,0,0
BEAM-2403,0,0,0,0,0,0,0,2,0,2
BEAM-2402,0,0,0,0,0,0,0,0,1,0
BEAM-2399,0,0,0,0,0,1,0,0,1,1
BEAM-2395,0,0,0,0,0,0,0,0,0,0
BEAM-2363,0,0,0,0,0,0,0,0,0,0
BEAM-2357,0,0,0,0,0,0,0,0,0,0
BEAM-2355,0,0,1,0,0,0,0,0,0,1
BEAM-2333,0,0,1,0,0,0,0,0,0,1
BEAM-2328,0,0,0,0,0,0,0,0,0,0
BEAM-2292,0,0,0,0,0,0,0,0,0,0
BEAM-2276,0,1,0,0,0,0,0,0,1,1
BEAM-2255,0,0,0,0,0,0,0,0,0,0
BEAM-2254,0,0,0,0,0,0,0,0,0,0
BEAM-2248,0,0,0,0,0,0,0,0,0,0
BEAM-2247,0,0,1,0,0,0,0,1,0,2
BEAM-2228,0,0,0,0,0,0,0,2,0,2
BEAM-2203,0,0,0,0,0,0,0,0,0,0
BEAM-2200,0,0,0,0,0,0,0,0,0,0
BEAM-2199,0,0,0,0,0,0,0,0,0,0
BEAM-2198,0,0,0,0,0,0,0,0,0,0
BEAM-2197,0,0,0,0,0,0,0,0,0,0
BEAM-2196,0,0,0,0,0,0,0,0,0,0
BEAM-2195,0,0,0,0,0,0,0,0,0,0
BEAM-2194,0,0,0,0,0,0,0,0,0,0
BEAM-2193,0,0,0,0,0,0,0,1,0,1
BEAM-2192,0,0,0,0,0,0,0,0,0,0
BEAM-2185,0,0,0,0,0,0,0,0,0,0
BEAM-2150,0,0,0,0,0,0,0,0,0,0
BEAM-2147,0,0,0,0,0,0,0,0,0,0
BEAM-2146,0,0,0,0,0,2,0,0,0,2
BEAM-2112,0,0,0,0,0,1,0,0,0,1
BEAM-2097,0,0,0,0,0,0,0,2,0,2
BEAM-2089,0,0,0,0,0,1,0,0,0,1
BEAM-2088,0,0,0,0,0,0,0,0,0,0
BEAM-2083,0,0,0,0,0,0,0,0,0,0
BEAM-2063,0,0,1,0,0,0,0,2,0,3
BEAM-2059,0,0,1,0,0,1,0,0,0,2
BEAM-2054,0,0,0,0,0,0,0,0,0,0
BEAM-2026,0,0,0,0,0,1,0,0,0,1
BEAM-2010,0,0,0,0,0,1,0,0,0,1
BEAM-2009,0,0,0,0,0,0,0,1,0,1
BEAM-2008,0,0,1,0,0,0,0,0,0,1
BEAM-2006,0,0,0,0,0,0,0,0,0,0
BEAM-2005,0,0,1,0,0,1,0,0,0,2
BEAM-1960,0,0,1,1,0,0,0,0,0,2
BEAM-1946,0,0,0,0,0,0,0,0,0,0
BEAM-1941,0,0,0,0,0,0,0,0,0,0
BEAM-1936,0,0,0,0,0,0,0,2,0,2
BEAM-1928,0,0,1,0,0,0,0,0,0,1
BEAM-1919,0,0,0,0,0,0,0,0,0,0
BEAM-1906,0,0,1,0,0,0,0,1,0,2
BEAM-1899,0,0,0,0,0,0,0,0,0,0
BEAM-1893,0,0,0,0,0,0,0,0,0,0
BEAM-1888,0,0,0,0,0,0,0,0,0,0
BEAM-1866,0,0,1,0,0,0,0,0,0,1
BEAM-1857,0,0,0,0,0,0,0,0,0,0
BEAM-1855,0,0,1,0,0,0,0,0,0,1
BEAM-1824,0,0,0,0,0,1,0,0,0,1
BEAM-1814,0,0,0,0,0,0,0,0,0,0
BEAM-1758,0,0,0,0,0,0,0,0,0,0
BEAM-1754,0,0,0,0,0,0,0,1,0,1
BEAM-1705,0,0,0,0,0,0,0,0,0,0
BEAM-1703,0,0,1,0,0,2,0,0,0,3
BEAM-1702,0,0,1,0,0,2,0,0,0,3
BEAM-1699,0,0,0,0,0,0,0,0,0,0
BEAM-1697,0,0,1,0,0,0,0,1,1,2
BEAM-1696,0,0,1,0,0,1,0,0,0,2
BEAM-1679,0,0,0,0,0,0,0,0,0,0
BEAM-1675,0,0,0,0,0,0,0,0,0,0
BEAM-1650,0,0,1,0,0,0,0,0,0,1
BEAM-1641,0,0,0,0,0,1,0,0,0,1
BEAM-1637,0,0,1,0,0,0,0,0,0,1
BEAM-1631,0,0,0,0,0,0,0,0,0,0
BEAM-1616,0,0,1,0,0,0,0,0,0,1
BEAM-1613,0,0,0,0,0,0,0,0,0,0
BEAM-1589,0,0,0,0,0,0,0,0,0,0
BEAM-1585,0,0,0,0,0,0,0,0,0,0
BEAM-1581,0,0,0,0,0,0,0,0,0,0
BEAM-1542,0,0,0,0,0,0,0,1,0,1
BEAM-1536,0,0,0,0,0,1,0,0,0,1
BEAM-1535,0,0,0,0,0,1,0,0,0,1
BEAM-1534,0,0,0,0,0,0,0,0,0,0
BEAM-1521,0,0,0,0,0,1,0,2,0,3
BEAM-1505,0,0,0,0,0,0,0,0,0,0
BEAM-1488,0,0,0,0,0,0,0,0,0,0
BEAM-1483,0,0,0,0,0,0,0,0,0,0
BEAM-1482,0,0,0,0,0,0,0,0,0,0
BEAM-1481,0,0,0,0,0,0,0,0,0,0
BEAM-1480,0,0,0,0,0,0,0,0,0,0
BEAM-1479,0,0,0,0,0,0,0,0,0,0
BEAM-1478,0,0,0,0,0,0,0,0,0,0
BEAM-1477,0,0,0,0,0,0,0,0,0,0
BEAM-1476,0,0,0,0,0,0,0,0,0,0
BEAM-1475,0,0,0,0,0,0,0,0,0,0
BEAM-1474,0,0,0,0,0,0,0,0,0,0
BEAM-1472,0,0,0,0,0,1,0,0,0,1
BEAM-1466,0,0,0,0,0,0,0,0,0,0
BEAM-1449,0,0,0,1,0,0,0,2,0,3
BEAM-1441,0,0,1,0,0,0,0,0,0,1
BEAM-1440,0,0,0,0,0,0,0,0,1,0
BEAM-1436,0,0,1,0,0,1,0,0,0,2
BEAM-1398,0,0,0,0,0,0,0,0,0,0
BEAM-1397,0,0,1,0,0,0,0,0,0,1
BEAM-1377,0,0,1,0,0,1,0,0,0,2
BEAM-1328,0,0,0,0,0,0,0,1,0,1
BEAM-1327,0,0,0,0,0,0,0,0,0,0
BEAM-1325,0,0,1,0,0,0,0,0,0,1
BEAM-1318,0,0,0,0,0,0,0,3,0,3
BEAM-1290,0,0,0,0,0,2,0,0,0,2
BEAM-1287,0,0,0,0,0,0,0,1,0,1
BEAM-1271,0,0,1,0,0,0,0,0,0,1
BEAM-1267,0,0,0,0,0,0,0,2,0,2
BEAM-1265,0,0,0,0,0,1,0,0,0,1
BEAM-1261,0,0,0,0,0,0,0,3,0,3
BEAM-1240,0,0,0,0,0,0,0,0,0,0
BEAM-1237,0,0,0,0,0,0,0,0,0,0
BEAM-1233,0,0,1,0,0,1,0,1,0,3
BEAM-1198,0,0,0,0,0,1,0,0,0,1
BEAM-1196,0,0,2,0,0,0,0,2,0,4
BEAM-1195,0,0,0,0,0,1,0,0,0,1
BEAM-1193,0,0,1,0,0,0,0,0,1,1
BEAM-1192,0,0,0,0,0,0,0,0,1,0
BEAM-1164,0,0,0,0,0,1,0,0,1,1
BEAM-1157,0,0,0,0,0,0,0,0,0,0
BEAM-1132,0,0,1,0,0,0,0,0,0,1
BEAM-1131,0,0,0,0,0,1,0,0,0,1
BEAM-1122,0,0,1,0,0,1,0,0,0,2
BEAM-1118,0,0,0,0,0,0,0,0,0,0
BEAM-1117,0,0,0,0,0,0,0,0,0,0
BEAM-1116,0,0,0,0,0,0,0,0,0,0
BEAM-1115,0,0,0,0,0,0,0,0,0,0
BEAM-1114,0,0,0,0,0,0,0,0,0,0
BEAM-1113,0,0,0,0,0,0,0,0,0,0
BEAM-1080,0,0,0,0,0,0,0,0,0,0
BEAM-1076,0,0,1,0,0,0,0,0,0,1
BEAM-1059,0,0,0,0,0,0,0,0,0,0
BEAM-1047,0,0,0,0,0,0,0,0,0,0
BEAM-1038,0,0,0,0,0,0,0,0,0,0
BEAM-1037,0,0,0,0,0,0,0,0,0,0
BEAM-1036,0,0,0,0,0,0,0,0,0,0
BEAM-1035,0,0,0,0,0,0,0,0,0,0
BEAM-1021,0,0,0,0,0,0,0,0,0,0
BEAM-1017,0,0,0,0,0,0,0,0,0,0
BEAM-1016,0,1,0,0,0,1,0,0,0,2
BEAM-1003,0,0,1,0,0,1,0,0,0,2
BEAM-1002,0,0,1,0,0,1,0,0,0,2
BEAM-994,0,0,1,0,0,0,0,0,0,1
BEAM-978,0,0,0,0,0,0,0,0,0,0
BEAM-961,0,0,0,0,0,0,0,2,0,2
BEAM-943,0,0,1,0,0,0,0,0,0,1
BEAM-936,0,0,0,0,0,0,0,3,0,3
BEAM-923,0,0,1,0,0,2,0,0,0,3
BEAM-920,0,0,0,0,0,0,0,0,0,0
BEAM-912,0,0,0,0,0,0,0,0,0,0
BEAM-894,0,0,0,0,0,1,0,0,0,1
BEAM-885,0,0,0,0,0,0,0,0,0,0
BEAM-881,0,0,0,0,0,1,0,0,0,1
BEAM-873,0,0,0,0,0,0,0,0,0,0
BEAM-869,0,0,0,0,0,0,0,1,0,1
BEAM-868,0,0,0,0,0,0,0,1,0,1
BEAM-867,0,0,0,0,0,0,0,1,0,1
BEAM-866,0,0,0,0,0,0,0,1,0,1
BEAM-865,0,0,0,0,0,0,0,1,0,1
BEAM-846,0,0,0,0,0,0,0,0,0,0
BEAM-840,0,0,1,0,0,1,0,0,0,2
BEAM-834,0,0,0,0,0,0,0,1,0,1
BEAM-830,0,0,0,0,0,1,0,0,0,1
BEAM-802,0,0,0,0,0,0,0,0,0,0
BEAM-782,0,0,0,0,0,0,0,0,0,0
BEAM-780,0,0,0,0,0,0,0,0,0,0
BEAM-722,0,0,0,0,0,0,0,0,0,0
BEAM-701,0,0,1,0,0,0,0,0,0,1
BEAM-699,0,0,0,0,0,0,0,0,0,0
BEAM-654,0,0,0,0,0,0,0,2,0,2
BEAM-653,0,0,0,0,0,0,0,0,0,0
BEAM-651,0,0,0,0,0,0,0,0,0,0
BEAM-644,0,0,0,0,0,1,0,0,0,1
BEAM-643,0,0,1,0,0,0,0,1,0,2
BEAM-638,0,0,0,0,0,0,1,0,0,1
BEAM-636,0,0,0,0,0,0,0,0,0,0
BEAM-635,0,0,0,0,0,0,0,0,0,0
BEAM-621,0,0,1,1,0,0,0,0,0,2
BEAM-612,0,0,0,0,0,0,0,0,0,0
BEAM-607,0,0,1,0,0,0,0,0,0,1
BEAM-606,0,0,0,0,0,0,0,0,0,0
BEAM-596,0,0,0,0,0,0,0,0,0,0
BEAM-595,0,0,0,0,0,0,0,0,0,0
BEAM-594,0,0,0,0,0,0,0,0,0,0
BEAM-593,0,0,1,0,0,0,0,0,0,1
BEAM-590,0,0,0,0,0,0,0,0,0,0
BEAM-575,0,0,0,0,0,0,0,0,0,0
BEAM-563,0,0,0,0,0,0,0,0,0,0
BEAM-562,0,0,0,0,0,0,0,0,0,0
BEAM-558,0,0,0,0,0,0,0,3,0,3
BEAM-553,0,0,1,0,0,0,0,1,0,2
BEAM-551,0,0,1,0,0,0,0,0,0,1
BEAM-547,0,0,1,0,0,0,0,0,0,1
BEAM-544,0,0,1,0,0,0,0,1,0,2
BEAM-540,0,0,0,0,1,1,0,0,0,2
BEAM-529,0,0,0,0,0,1,0,0,0,1
BEAM-528,0,0,0,0,0,0,0,0,0,0
BEAM-518,0,0,0,0,0,0,0,1,0,1
BEAM-498,0,0,0,0,0,0,0,0,0,0
BEAM-476,0,0,0,0,1,1,0,1,0,3
BEAM-458,0,0,0,0,0,0,0,0,0,0
BEAM-456,0,0,0,0,0,0,0,0,0,0
BEAM-455,0,0,0,0,0,1,0,1,0,2
BEAM-444,0,0,0,0,0,0,0,0,0,0
BEAM-443,0,0,0,0,0,0,0,0,0,0
BEAM-428,0,0,0,0,0,0,0,0,0,0
BEAM-427,0,0,1,0,0,0,0,0,0,1
BEAM-425,0,0,1,0,0,0,0,0,0,1
BEAM-424,0,0,1,0,0,0,0,1,0,2
BEAM-404,0,0,0,0,0,1,0,2,1,3
BEAM-386,0,0,0,0,0,1,0,0,0,1
BEAM-360,0,0,1,0,0,1,0,0,0,2
BEAM-332,0,0,0,0,0,0,0,1,0,1
BEAM-313,0,0,0,0,0,1,0,0,0,1
BEAM-301,0,0,1,0,0,0,0,0,0,1
BEAM-269,0,0,1,0,0,0,0,0,0,1
BEAM-266,0,0,1,0,0,0,0,0,0,1
BEAM-261,0,0,1,0,0,0,0,0,0,1
BEAM-256,0,0,1,0,0,0,0,0,0,1
BEAM-252,0,0,0,0,0,0,0,0,0,0
BEAM-245,0,0,0,0,0,0,0,0,0,0
BEAM-244,0,0,1,0,0,0,0,0,0,1
BEAM-233,0,1,0,0,0,0,0,0,0,1
BEAM-228,0,0,0,0,0,0,0,0,0,0
BEAM-227,0,0,1,0,0,0,0,0,0,1
BEAM-221,0,0,0,0,0,0,0,0,0,0
BEAM-216,0,0,0,0,0,0,0,0,0,0
BEAM-214,0,0,0,0,0,0,0,0,0,0
BEAM-210,0,0,0,0,0,0,0,0,0,0
BEAM-209,0,0,0,0,0,0,0,0,0,0
BEAM-205,0,0,0,0,0,1,0,0,0,1
BEAM-198,0,0,1,0,0,0,0,0,0,1
BEAM-165,0,0,1,0,0,0,0,0,0,1
BEAM-150,0,0,0,0,0,1,0,0,0,1
BEAM-147,0,0,0,0,0,0,0,1,0,1
BEAM-137,0,0,1,0,0,0,0,2,0,3
BEAM-135,0,0,0,0,0,2,0,0,0,2
BEAM-132,0,0,0,0,0,0,0,0,0,0
BEAM-131,0,0,0,0,0,0,0,1,0,1
BEAM-130,0,0,0,0,0,1,0,1,0,2
BEAM-129,0,0,1,0,0,0,0,0,0,1
BEAM-128,0,0,0,0,1,0,0,1,0,2
BEAM-127,0,0,0,0,0,0,0,0,0,0
BEAM-124,0,0,1,1,0,1,0,0,0,3
BEAM-123,0,0,0,0,0,0,0,0,0,0
BEAM-117,0,0,1,0,0,0,0,0,0,1
BEAM-106,0,0,0,0,0,1,0,0,0,1
BEAM-104,0,0,0,0,0,0,0,1,0,1
BEAM-101,0,0,0,0,0,0,0,0,0,0
BEAM-96,0,0,0,0,0,0,0,0,0,0
BEAM-93,0,0,1,0,0,0,0,0,0,1
BEAM-92,0,0,0,0,0,0,0,0,0,0
BEAM-91,0,0,0,0,0,1,0,0,0,1
BEAM-85,0,0,0,0,0,0,0,2,2,2
BEAM-84,0,0,1,0,0,0,0,0,0,1
BEAM-80,0,0,1,0,0,0,0,1,0,2
BEAM-79,0,0,0,0,0,0,0,0,0,0
BEAM-76,0,0,0,0,0,0,0,3,0,3
BEAM-75,0,0,0,0,0,1,0,0,0,1
BEAM-74,0,0,0,0,0,1,0,0,0,1
BEAM-73,0,0,1,0,0,0,0,0,0,1
BEAM-72,0,0,1,0,0,0,0,0,0,1
BEAM-71,0,0,0,0,0,0,0,0,0,0
BEAM-70,0,0,0,0,0,0,0,1,0,1
BEAM-69,0,0,0,0,1,0,0,2,0,3
BEAM-68,0,0,0,0,0,1,0,0,0,1
BEAM-67,0,0,1,0,0,0,0,0,0,1
BEAM-66,0,0,0,0,0,0,0,1,0,1
BEAM-65,0,0,0,0,0,0,0,0,0,0
BEAM-64,0,0,0,0,0,1,0,1,0,2
BEAM-63,0,0,0,0,0,0,0,0,0,0
BEAM-62,0,0,0,0,0,1,0,0,0,1
BEAM-61,0,0,0,0,0,0,0,0,0,0
BEAM-60,0,0,1,0,0,1,0,2,0,4
BEAM-59,0,0,0,0,0,0,0,0,0,0
BEAM-58,0,0,1,0,0,1,0,0,0,2
BEAM-57,0,0,0,0,0,0,0,3,0,3
BEAM-56,0,0,1,0,0,1,0,0,0,2
BEAM-55,0,0,0,0,0,0,0,0,0,0
BEAM-54,0,0,0,0,0,1,0,1,0,2
BEAM-53,0,0,0,0,0,0,0,0,0,0
BEAM-52,0,0,0,0,0,0,0,0,0,0
BEAM-51,0,0,1,0,0,0,0,0,0,1
BEAM-50,0,0,0,0,0,0,0,0,0,0
BEAM-49,0,0,0,0,0,0,0,0,0,0
BEAM-48,0,0,0,0,0,0,0,0,0,0
BEAM-47,0,0,0,0,0,0,0,2,0,2
BEAM-46,0,0,1,0,0,0,0,0,0,1
BEAM-45,0,0,1,0,0,0,0,0,0,1
BEAM-42,0,0,0,0,0,1,0,1,0,2
